id,host_neighbourhood,host_listings_count,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type
14004302,W«œhring,13,W∂?hring,,48.23212,16.31814,Entire rental unit,Entire home/apt
14018581,Josefstadt,1,Josefstadt,,48.21132,16.34089,Private room in rental unit,Private room
14020940,Rudolfsheim-F«¨nfhaus,1,Rudolfsheim-F∂?nfhaus,,48.20138,16.33244,Private room in rental unit,Private room
14037008,Rudolfsheim-F«¨nfhaus,8,Rudolfsheim-F∂?nfhaus,,48.18715,16.33338,Entire rental unit,Entire home/apt
14039931,Alsergrund,5,Alsergrund,,48.22363,16.35267,Entire rental unit,Entire home/apt
14048293,Leopoldstadt,1,Leopoldstadt,,48.21422,16.38001,Entire rental unit,Entire home/apt
14049349,Neubau,1,Neubau,,48.20186,16.35783,Entire rental unit,Entire home/apt
14053222,Josefstadt,0,Josefstadt,,48.20813,16.34321,Entire rental unit,Entire home/apt
14054142,Neubau,2,Neubau,,48.20391,16.35255,Entire rental unit,Entire home/apt
14055957,,1,Neubau,,48.19973,16.35245,Entire rental unit,Entire home/apt
14086481,Leopoldstadt,1,Leopoldstadt,,48.22073,16.39947,Entire condominium (condo),Entire home/apt
14086631,Leopoldstadt,3,Leopoldstadt,,48.22377,16.40726,Entire rental unit,Entire home/apt
14091521,,1,Mariahilf,,48.19961,16.35781,Entire rental unit,Entire home/apt
14096662,Landstra«?e,3,Landstra∂ıe,,48.204159,16.389414,Entire rental unit,Entire home/apt
14105318,Hernals,1,Hernals,,48.21674,16.33714,Private room in rental unit,Private room
14116151,W«œhring,1,W∂?hring,,48.22021,16.33882,Entire rental unit,Entire home/apt
14132380,Landstra«?e,1,Landstra∂ıe,,48.19966,16.38999,Entire rental unit,Entire home/apt
14141581,Floridsdorf,1,Floridsdorf,,48.28664,16.41678,Private room in residential home,Private room
14155700,Alsergrund,3,Alsergrund,,48.21651,16.34504,Private room in rental unit,Private room
14165885,Hernals,2,Hernals,,48.22091,16.33548,Entire rental unit,Entire home/apt
14171532,,2,Margareten,,48.18575,16.36351,Private room in rental unit,Private room
14171888,Leopoldstadt,1,Leopoldstadt,,48.21617,16.38885,Private room in rental unit,Private room
14172412,Favoriten,1,Favoriten,,48.18118,16.37219,Entire rental unit,Entire home/apt
14173294,Innere Stadt,9,Innere Stadt,,48.21308,16.37216,Entire rental unit,Entire home/apt
14183738,Leopoldstadt,1,Leopoldstadt,,48.20366,16.4029,Entire rental unit,Entire home/apt
14199244,Heitzing,103,Margareten,,48.18834,16.35328,Entire serviced apartment,Entire home/apt
14200277,Neubau,1,Neubau,,48.20312,16.35226,Private room in rental unit,Private room
14207085,W«œhring,1,W∂?hring,,48.22038,16.33886,Entire rental unit,Entire home/apt
14210517,Meidling,1,Mariahilf,,48.19542,16.34355,Private room in rental unit,Private room
14217848,Margareten,1,Margareten,,48.18354,16.35487,Private room in rental unit,Private room
14227029,Favoriten,1,Favoriten,,48.17055,16.38015,Private room in rental unit,Private room
14227176,,1,Innere Stadt,,48.21191,16.3724,Private room in rental unit,Private room
14230598,,1,Landstra∂ıe,,48.19003,16.38972,Private room in rental unit,Private room
14231964,Rudolfsheim-F«¨nfhaus,1,Rudolfsheim-F∂?nfhaus,,48.19319,16.33684,Entire rental unit,Entire home/apt
14232255,,1,Leopoldstadt,,48.21856,16.40682,Private room in rental unit,Private room
14242517,Liesing,1,Liesing,,48.12728,16.30746,Entire loft,Entire home/apt
14244975,Wieden,1,Wieden,,48.18923,16.36515,Private room in rental unit,Private room
14250404,,0,Leopoldstadt,,48.23219,16.39491,Private room in rental unit,Private room
14258126,,1,Josefstadt,,48.21314,16.34703,Private room in rental unit,Private room
14262320,,2,Donaustadt,,48.23634,16.48159,Private room in rental unit,Private room
14276006,,1,Margareten,,48.18474,16.34995,Entire rental unit,Entire home/apt
14289992,W«œhring,13,W∂?hring,,48.23348,16.31915,Entire rental unit,Entire home/apt
14290255,D«Ùbling,4,D∂?bling,,48.24443,16.35312,Entire rental unit,Entire home/apt
14290778,W«œhring,13,Alsergrund,,48.22354,16.35275,Entire rental unit,Entire home/apt
14293549,Wieden,21,Wieden,,48.19797,16.36677,Entire rental unit,Entire home/apt
14295959,,2,Landstra∂ıe,,48.19436,16.38567,Entire rental unit,Entire home/apt
14308947,Meidling,6,Penzing,,48.19058,16.30556,Entire rental unit,Entire home/apt
14309490,Mariahilf,14,Mariahilf,,48.18926,16.34649,Entire rental unit,Entire home/apt
14310139,Mariahilf,14,Mariahilf,,48.18926,16.34649,Entire rental unit,Entire home/apt
14317486,Wieden,1,Wieden,,48.1937,16.36885,Entire rental unit,Entire home/apt
14325690,,1,Alsergrund,,48.22627,16.35336,Private room in rental unit,Private room
14336476,,1,Mariahilf,,48.19354,16.3542,Entire rental unit,Entire home/apt
14338955,D«Ùbling,1,D∂?bling,,48.25205,16.29521,Entire loft,Entire home/apt
14353811,Wieden,1,Wieden,,48.1897,16.37563,Entire rental unit,Entire home/apt
14355223,Mariahilf,1,Mariahilf,,48.19293,16.34383,Entire loft,Entire home/apt
14364462,,2,Donaustadt,,48.21405,16.44203,Private room in rental unit,Private room
14364589,Mariahilf,1,Mariahilf,,48.20106,16.36001,Entire rental unit,Entire home/apt
14369857,Brigittenau,2,Brigittenau,,48.23493,16.37984,Private room in rental unit,Private room
14393509,Donaustadt,2,Donaustadt,,48.23514,16.41054,Entire rental unit,Entire home/apt
14394400,Rudolfsheim-F«¨nfhaus,2,Rudolfsheim-F∂?nfhaus,,48.18815,16.33768,Private room in rental unit,Private room
14401457,W«œhring,1,W∂?hring,,48.22792,16.33174,Private room in rental unit,Private room
14418202,Leopoldstadt,1,Leopoldstadt,,48.21438,16.38176,Entire condominium (condo),Entire home/apt
14433560,Ottakring,1,Ottakring,,48.21464,16.33605,Entire rental unit,Entire home/apt
14440436,Landstra«?e,1,Landstra∂ıe,,48.20281,16.39877,Private room in rental unit,Private room
14444097,,1,Hietzing,,48.16823,16.28421,Private room in rental unit,Private room
14444802,,1,Mariahilf,,48.19124,16.35179,Entire rental unit,Entire home/apt
14446095,Wieden,2,Wieden,,48.19576,16.36561,Entire rental unit,Entire home/apt
14460913,Favoriten,2,Favoriten,,48.18107,16.37627,Entire condominium (condo),Entire home/apt
14466365,Mariahilf,1,Mariahilf,,48.19334,16.35393,Entire loft,Entire home/apt
14479166,Josefstadt,1,Josefstadt,,48.21265,16.34543,Private room in rental unit,Private room
14481971,Margareten,1,Margareten,,48.18517,16.36704,Private room in rental unit,Private room
14482518,Innere Stadt,11,Innere Stadt,,48.2115,16.37161,Entire rental unit,Entire home/apt
14494008,Innere Stadt,28,Neubau,,48.20211,16.35132,Entire rental unit,Entire home/apt
14495228,,1,Landstra∂ıe,,48.20287,16.38425,Entire rental unit,Entire home/apt
14495766,Innere Stadt,28,Neubau,,48.2005,16.35042,Entire rental unit,Entire home/apt
14495982,,1,Penzing,,48.20741,16.21275,Private room in rental unit,Private room
14496530,Innere Stadt,28,Neubau,,48.20231,16.34896,Entire rental unit,Entire home/apt
14496536,Innere Stadt,28,Neubau,,48.20253,16.34907,Entire rental unit,Entire home/apt
14496557,Innere Stadt,28,Neubau,,48.20122,16.34889,Entire rental unit,Entire home/apt
14497821,Innere Stadt,3,Innere Stadt,,48.21114,16.36592,Private room in rental unit,Private room
14500071,Meidling,1,Meidling,,48.18003,16.33109,Private room in rental unit,Private room
14504120,Leopoldstadt,2,Leopoldstadt,,48.22621,16.3865,Private room in rental unit,Private room
14512483,Ottakring,2,Ottakring,,48.21779,16.31728,Private room in rental unit,Private room
14534430,Meidling,2,Meidling,,48.18281,16.34338,Entire rental unit,Entire home/apt
14542413,,1,Rudolfsheim-F∂?nfhaus,,48.1874,16.32175,Private room in rental unit,Private room
14564557,Favoriten,13,Meidling,,48.18565,16.34417,Entire rental unit,Entire home/apt
14570427,Rudolfsheim-F«¨nfhaus,1,Rudolfsheim-F∂?nfhaus,,48.19739,16.32173,Private room in rental unit,Private room
14570823,Rudolfsheim-F«¨nfhaus,1,Rudolfsheim-F∂?nfhaus,,48.19749,16.33237,Entire rental unit,Entire home/apt
14599236,Rudolfsheim-F«¨nfhaus,11,Rudolfsheim-F∂?nfhaus,,48.18856,16.33193,Entire rental unit,Entire home/apt
14619806,W«œhring,1,W∂?hring,,48.22471,16.33833,Entire rental unit,Entire home/apt
14621587,,0,Hietzing,,48.18947,16.2735,Entire rental unit,Entire home/apt
14621711,Alsergrund,1,Alsergrund,,48.2148,16.3617,Entire rental unit,Entire home/apt
14623006,Wieden,21,Wieden,,48.19855,16.36548,Entire rental unit,Entire home/apt
14634400,Meidling,8,Margareten,,48.18194,16.35355,Entire condominium (condo),Entire home/apt
14666221,W«œhring,1,W∂?hring,,48.22224,16.34024,Entire rental unit,Entire home/apt
14679632,Leopoldstadt,21,Leopoldstadt,,48.21865,16.38206,Entire rental unit,Entire home/apt
14679881,Leopoldstadt,21,Leopoldstadt,,48.21868,16.38156,Entire rental unit,Entire home/apt
14680258,Leopoldstadt,21,Leopoldstadt,,48.21916,16.38173,Entire rental unit,Entire home/apt
14686731,,1,Ottakring,,48.21247,16.30877,Private room in rental unit,Private room
14689974,Neubau,2,Neubau,,48.20452,16.35546,Private room in rental unit,Private room
14698762,Neubau,1,Neubau,,48.20141,16.35337,Entire rental unit,Entire home/apt
14702927,Wieden,1,Wieden,,48.19435,16.37674,Entire rental unit,Entire home/apt
14708681,Rudolfsheim-F«¨nfhaus,5,Rudolfsheim-F∂?nfhaus,,48.19711,16.32983,Private room in rental unit,Private room
14722754,Rudolfsheim-F«¨nfhaus,5,Rudolfsheim-F∂?nfhaus,,48.1971,16.32966,Entire rental unit,Entire home/apt
14723193,Favoriten,1,Favoriten,,48.18138,16.38099,Entire rental unit,Entire home/apt
14726391,Josefstadt,5,Josefstadt,,48.21038,16.35419,Entire rental unit,Entire home/apt
14727584,Meidling,1,Meidling,,48.17317,16.32802,Private room in rental unit,Private room
14728488,,1,Mariahilf,,48.19787,16.35352,Entire rental unit,Entire home/apt
14730384,Leopoldstadt,1,Leopoldstadt,,48.22066,16.38635,Entire condominium (condo),Entire home/apt
14736719,Neubau,1,Neubau,,48.2057,16.34956,Private room in rental unit,Private room
14738800,Meidling,1,Meidling,,48.18101,16.34277,Entire rental unit,Entire home/apt
14756317,Margareten,2,Margareten,,48.19246,16.35892,Entire rental unit,Entire home/apt
14757046,D«Ùbling,1,D∂?bling,,48.2452,16.34,Entire rental unit,Entire home/apt
14765275,Alsergrund,1,Alsergrund,,48.22585,16.3548,Private room in rental unit,Private room
14778125,Neubau,1,Neubau,,48.2018,16.34819,Private room in rental unit,Private room
14779120,Margareten,1,Margareten,,48.19068,16.35368,Entire rental unit,Entire home/apt
14780836,Landstra«?e,1,Landstra∂ıe,,48.19298,16.39461,Entire condominium (condo),Entire home/apt
14783624,Favoriten,1,Favoriten,,48.168,16.343,Entire rental unit,Entire home/apt
14792533,Alsergrund,1,Alsergrund,,48.22403,16.3636,Entire rental unit,Entire home/apt
14792752,Josefstadt,1,Josefstadt,,48.20948,16.34084,Entire rental unit,Entire home/apt
14811691,D«Ùbling,3,Meidling,,48.17804,16.32095,Entire rental unit,Entire home/apt
14814267,D«Ùbling,3,Meidling,,48.17797,16.32082,Entire condominium (condo),Entire home/apt
14815673,Leopoldstadt,1,Leopoldstadt,,48.22388,16.38015,Entire rental unit,Entire home/apt
14834387,Margareten,1,Margareten,,48.19552,16.35753,Private room in rental unit,Private room
14835099,Heitzing,103,Floridsdorf,,48.26482,16.45267,Entire serviced apartment,Entire home/apt
14837473,Alsergrund,1,Alsergrund,,48.21665,16.35592,Entire rental unit,Entire home/apt
14849467,Rudolfsheim-F«¨nfhaus,1,Rudolfsheim-F∂?nfhaus,,48.20153,16.33288,Private room in rental unit,Private room
14852559,Ottakring,19,Ottakring,,48.21349,16.30896,Entire rental unit,Entire home/apt
14854305,Alsergrund,3,D∂?bling,,48.2437,16.35302,Private room in rental unit,Private room
14861508,Favoriten,4,Margareten,,48.18803,16.34584,Entire loft,Entire home/apt
14864141,Margareten,1,Margareten,,48.18477,16.35429,Private room in rental unit,Private room
14875054,Josefstadt,1,Josefstadt,,48.20933,16.35397,Entire rental unit,Entire home/apt
14876039,Margareten,1,Margareten,,48.19365,16.36165,Entire rental unit,Entire home/apt
14881983,Rudolfsheim-F«¨nfhaus,1,Rudolfsheim-F∂?nfhaus,,48.20126,16.32995,Entire rental unit,Entire home/apt
14889512,Landstra«?e,2,Landstra∂ıe,,48.19818,16.37936,Private room in rental unit,Private room
14895189,W«œhring,1,W∂?hring,,48.22965,16.34723,Entire rental unit,Entire home/apt
14904826,,1,Mariahilf,,48.19273,16.34476,Entire rental unit,Entire home/apt
14910514,Meidling,1,Meidling,,48.18335,16.32483,Entire rental unit,Entire home/apt
14921936,Josefstadt,1,Josefstadt,,48.21398,16.34397,Private room in rental unit,Private room
14926346,Margareten,1,Margareten,,48.1942,16.35718,Entire rental unit,Entire home/apt
14938337,,3,Mariahilf,,48.19154,16.34949,Entire rental unit,Entire home/apt
14941936,Landstra«?e,1,Landstra∂ıe,,48.20513,16.39255,Entire condominium (condo),Entire home/apt
14953662,Innere Stadt,47,Favoriten,,48.18169,16.37536,Entire rental unit,Entire home/apt
14965139,,1,Neubau,,48.20492,16.35412,Private room in rental unit,Private room
14977690,Favoriten,5,Favoriten,,48.16558,16.38279,Entire rental unit,Entire home/apt
14978198,Ottakring,0,Ottakring,,48.20728,16.32927,Entire rental unit,Entire home/apt
14985494,Ottakring,0,Ottakring,,48.20676,16.32812,Private room in rental unit,Private room
15014184,Leopoldstadt,2,Leopoldstadt,,48.2189,16.39019,Private room in rental unit,Private room
15015270,Innere Stadt,47,Favoriten,,48.18217,16.37737,Entire rental unit,Entire home/apt
15017130,Innere Stadt,47,Favoriten,,48.18081,16.3773,Entire rental unit,Entire home/apt
15020305,D«Ùbling,1,W∂?hring,,48.23683,16.33703,Entire rental unit,Entire home/apt
15024146,Ottakring,1,Ottakring,,48.20944,16.32617,Entire rental unit,Entire home/apt
15030247,Mariahilf,1,Mariahilf,,48.19806,16.34992,Entire rental unit,Entire home/apt
15033991,Innere Stadt,47,Favoriten,,48.18019,16.37699,Entire rental unit,Entire home/apt
15048146,,1,Landstra∂ıe,,48.20906,16.39134,Entire rental unit,Entire home/apt
15062246,Neubau,1,Neubau,,48.204739,16.354755,Entire rental unit,Entire home/apt
15062526,Wieden,21,Mariahilf,,48.19951,16.36553,Entire rental unit,Entire home/apt
15063724,Wieden,3,Wieden,,48.19393,16.36929,Entire rental unit,Entire home/apt
15072924,Leopoldstadt,96,Leopoldstadt,,48.21926,16.37504,Entire rental unit,Entire home/apt
15077173,Leopoldstadt,1,Leopoldstadt,,48.21933,16.41039,Entire rental unit,Entire home/apt
15092834,Wieden,2,Wieden,,48.19253,16.36609,Private room in rental unit,Private room
15095980,Mariahilf,2,Mariahilf,,48.19502,16.34965,Entire rental unit,Entire home/apt
15108965,Donaustadt,1,Donaustadt,,48.22774,16.47437,Entire rental unit,Entire home/apt
15112190,Simmering,1,Simmering,,48.17605,16.4126,Entire rental unit,Entire home/apt
15130391,Landstra«?e,1,Landstra∂ıe,,48.1913,16.3917,Entire rental unit,Entire home/apt
15137629,Leopoldstadt,5,Leopoldstadt,,48.22357,16.3877,Entire rental unit,Entire home/apt
15139829,Josefstadt,6,Josefstadt,,48.20955,16.35461,Entire rental unit,Entire home/apt
15154727,Ottakring,1,Ottakring,,48.20486,16.33301,Private room in rental unit,Private room
15171934,W«œhring,1,W∂?hring,,48.23371,16.31734,Entire rental unit,Entire home/apt
15184701,,0,Favoriten,,48.17385,16.37714,Entire condominium (condo),Entire home/apt
15186245,,1,Penzing,,48.21315,16.26648,Private room in residential home,Private room
15187099,Wieden,6,Wieden,,48.19403,16.3675,Entire rental unit,Entire home/apt
15209138,Heitzing,103,Innere Stadt,,48.20348,16.36699,Entire serviced apartment,Entire home/apt
15214956,,1,D∂?bling,,48.25083,16.34301,Entire condominium (condo),Entire home/apt
15215204,Mariahilf,1,Mariahilf,,48.1901,16.34412,Private room in rental unit,Private room
15215587,D«Ùbling,1,D∂?bling,,48.23668,16.34972,Entire rental unit,Entire home/apt
15228071,Mariahilf,14,Mariahilf,,48.18926,16.34649,Entire rental unit,Entire home/apt
15235712,Landstra«?e,1,Landstra∂ıe,,48.20441,16.38607,Entire rental unit,Entire home/apt
15243998,Rudolfsheim-F«¨nfhaus,0,Rudolfsheim-F∂?nfhaus,,48.19562,16.32821,Entire loft,Entire home/apt
15244204,Wieden,21,Wieden,,48.19783,16.36568,Entire rental unit,Entire home/apt
15250924,Ottakring,1,Ottakring,,48.20956,16.32557,Entire rental unit,Entire home/apt
15262397,Leopoldstadt,14,Leopoldstadt,,48.22256,16.3857,Entire rental unit,Entire home/apt
15277993,Heitzing,4,Hietzing,,48.18979,16.26794,Entire rental unit,Entire home/apt
15279015,Wieden,5,Wieden,,48.19918,16.36575,Entire rental unit,Entire home/apt
15280557,Rudolfsheim-F«¨nfhaus,1,Rudolfsheim-F∂?nfhaus,,48.19217,16.33039,Private room in rental unit,Private room
15281564,Neubau,1,Neubau,,48.19876,16.34742,Entire rental unit,Entire home/apt
15300740,,1,W∂?hring,,48.22058,16.34094,Private room in rental unit,Private room
15311526,Landstra«?e,1,Landstra∂ıe,,48.19894,16.386,Entire rental unit,Entire home/apt
15320266,Neubau,0,Neubau,,48.20187,16.34992,Private room in rental unit,Private room
15324615,,2,Brigittenau,,48.23532,16.37788,Entire rental unit,Entire home/apt
15333459,Alsergrund,1,Alsergrund,,48.23358,16.35676,Private room in rental unit,Private room
15334018,,2,Innere Stadt,,48.20968,16.37655,Entire rental unit,Entire home/apt
15340173,Penzing,4,Penzing,,48.19073,16.2993,Entire rental unit,Entire home/apt
15349690,Rudolfsheim-F«¨nfhaus,11,Rudolfsheim-F∂?nfhaus,,48.18856,16.33193,Entire rental unit,Entire home/apt
15350271,Brigittenau,2,Leopoldstadt,,48.22519,16.3813,Private room in rental unit,Private room
15354142,Neubau,2,Neubau,,48.20776,16.34008,Private room in rental unit,Private room
15371159,,1,D∂?bling,,48.24091,16.35254,Private room in rental unit,Private room
15376829,,3,Leopoldstadt,,48.22135,16.38886,Entire rental unit,Entire home/apt
15388741,Brigittenau,16,Brigittenau,,48.22873,16.37182,Entire rental unit,Entire home/apt
15395536,Innere Stadt,1,Innere Stadt,,48.21192,16.37151,Entire rental unit,Entire home/apt
15396465,Margareten,1,Margareten,,48.18574,16.3546,Entire rental unit,Entire home/apt
15396752,Rudolfsheim-F«¨nfhaus,5,Rudolfsheim-F∂?nfhaus,,48.1973,16.33341,Entire rental unit,Entire home/apt
15409699,Mariahilf,2,Mariahilf,,48.19497,16.34958,Entire rental unit,Entire home/apt
15427135,Mariahilf,1,Mariahilf,,48.20158,16.36036,Entire condominium (condo),Entire home/apt
15429230,Mariahilf,1,Mariahilf,,48.19559,16.34943,Entire condominium (condo),Entire home/apt
15432055,Mariahilf,1,Mariahilf,,48.1958,16.34413,Private room in rental unit,Private room
15432244,Leopoldstadt,1,Leopoldstadt,,48.21747,16.37595,Entire rental unit,Entire home/apt
15432540,Neubau,13,Neubau,,48.20096,16.3461,Entire rental unit,Entire home/apt
15432554,,1,Innere Stadt,,48.21723,16.36928,Private room in rental unit,Private room
15448444,Ottakring,7,Ottakring,,48.20845,16.32549,Entire guest suite,Entire home/apt
15448971,,1,Favoriten,,48.176,16.37723,Private room in rental unit,Private room
15450121,Ottakring,7,Ottakring,,48.20993,16.32766,Private room in rental unit,Private room
15460401,,1,Mariahilf,,48.19507,16.34981,Entire rental unit,Entire home/apt
15474601,Floridsdorf,1,Floridsdorf,,48.2618,16.42163,Entire condominium (condo),Entire home/apt
15475151,Neubau,1,Neubau,,48.20154,16.34347,Entire loft,Entire home/apt
15479499,Leopoldstadt,1,Leopoldstadt,,48.2186,16.40612,Entire rental unit,Entire home/apt
15492162,,1,Josefstadt,,48.20828,16.34169,Entire rental unit,Entire home/apt
15498075,,32,Josefstadt,,48.20797,16.3519,Entire rental unit,Entire home/apt
15502504,Josefstadt,2,Josefstadt,,48.20942,16.35364,Entire rental unit,Entire home/apt
15503286,Leopoldstadt,2,Margareten,,48.18516,16.35869,Entire rental unit,Entire home/apt
15532182,Rudolfsheim-F«¨nfhaus,1,Rudolfsheim-F∂?nfhaus,,48.18963,16.32441,Private room in rental unit,Private room
15533110,Ottakring,4,Ottakring,,48.22043,16.31463,Entire rental unit,Entire home/apt
15539299,Landstra«?e,8,Landstra∂ıe,,48.19513,16.40686,Entire rental unit,Entire home/apt
15540813,Josefstadt,1,Josefstadt,,48.2081,16.3479,Entire rental unit,Entire home/apt
15543383,Floridsdorf,1,Floridsdorf,,48.27607,16.44456,Private room in rental unit,Private room
15546607,Neubau,6,Alsergrund,,48.21701,16.34404,Entire rental unit,Entire home/apt
15556377,Alsergrund,1,Brigittenau,,48.23299,16.36182,Entire rental unit,Entire home/apt
15574763,Landstra«?e,2,Landstra∂ıe,,48.21114,16.39154,Private room in rental unit,Private room
15576129,Leopoldstadt,10,Leopoldstadt,,48.20917,16.42479,Entire serviced apartment,Entire home/apt
15576170,Favoriten,1,Favoriten,,48.17432,16.37276,Entire rental unit,Entire home/apt
15577447,Leopoldstadt,1,Leopoldstadt,,48.22106,16.38421,Entire rental unit,Entire home/apt
15580021,Alsergrund,1,Alsergrund,,48.21683,16.36232,Entire loft,Entire home/apt
15593980,Hernals,12,Hernals,,48.22201,16.33092,Entire rental unit,Entire home/apt
15609316,Innere Stadt,1,Innere Stadt,,48.20664,16.374,Entire rental unit,Entire home/apt
15629834,,2,Josefstadt,,48.21143,16.34215,Private room in residential home,Private room
15629878,,2,Landstra∂ıe,,48.20016,16.39763,Private room in residential home,Private room
15637021,Leopoldstadt,28,Leopoldstadt,,48.21817,16.40788,Entire rental unit,Entire home/apt
15637256,Leopoldstadt,28,Leopoldstadt,,48.21817,16.40788,Entire rental unit,Entire home/apt
15639378,Landstra«?e,1,Leopoldstadt,,48.21038,16.39535,Entire rental unit,Entire home/apt
15639401,Mariahilf,8,Mariahilf,,48.19066,16.34568,Entire rental unit,Entire home/apt
15653450,Landstra«?e,16,Landstra∂ıe,,48.20243,16.38083,Entire rental unit,Entire home/apt
15661162,,1,Rudolfsheim-F∂?nfhaus,,48.19264,16.33276,Entire rental unit,Entire home/apt
15669073,Landstra«?e,4,Landstra∂ıe,,48.20986,16.39037,Entire rental unit,Entire home/apt
15671001,W«œhring,1,W∂?hring,,48.23508,16.32615,Entire rental unit,Entire home/apt
15671270,,1,D∂?bling,,48.26113,16.36555,Entire rental unit,Entire home/apt
15672300,Innere Stadt,3,Innere Stadt,,48.21018,16.36846,Entire rental unit,Entire home/apt
15674732,,2,Wieden,,48.1902,16.36672,Entire rental unit,Entire home/apt
15676177,,2,Wieden,,48.19192,16.3668,Entire rental unit,Entire home/apt
15709168,Leopoldstadt,28,Leopoldstadt,,48.21817,16.40788,Entire rental unit,Entire home/apt
15711354,Donaustadt,3,Donaustadt,,48.22434,16.42203,Entire rental unit,Entire home/apt
15712260,Landstra«?e,16,Landstra∂ıe,,48.20247,16.38298,Entire rental unit,Entire home/apt
15713572,,1,Margareten,,48.18649,16.3455,Private room in rental unit,Private room
15725593,,1,W∂?hring,,48.22853,16.33941,Private room in rental unit,Private room
15726416,Josefstadt,2,Josefstadt,,48.21029,16.35409,Entire rental unit,Entire home/apt
15727517,,1,Neubau,,48.2034,16.33807,Private room in rental unit,Private room
15739707,,1,Brigittenau,,48.227,16.3677,Entire rental unit,Entire home/apt
15743593,,1,Alsergrund,,48.22624,16.3508,Entire rental unit,Entire home/apt
15764970,Neubau,1,Neubau,,48.20441,16.34127,Entire rental unit,Entire home/apt
15767702,,1,Alsergrund,,48.22689,16.36498,Entire rental unit,Entire home/apt
15783516,Rudolfsheim-F«¨nfhaus,1,Rudolfsheim-F∂?nfhaus,,48.19574,16.33324,Private room in rental unit,Private room
15788984,Ottakring,1,Ottakring,,48.21266,16.30972,Entire rental unit,Entire home/apt
15798085,,1,Neubau,,48.20318,16.34027,Entire rental unit,Entire home/apt
15839225,Penzing,1,Penzing,,48.19528,16.2886,Entire rental unit,Entire home/apt
15847393,Leopoldstadt,22,Leopoldstadt,,48.22084,16.39945,Entire condominium (condo),Entire home/apt
15850490,Leopoldstadt,22,Leopoldstadt,,48.22084,16.39945,Entire condominium (condo),Entire home/apt
15851317,Mariahilf,1,Mariahilf,,48.20003,16.35515,Entire rental unit,Entire home/apt
15866285,Landstra«?e,1,Landstra∂ıe,,48.19704,16.403,Entire rental unit,Entire home/apt
15871850,Rudolfsheim-F«¨nfhaus,1,Rudolfsheim-F∂?nfhaus,,48.19525,16.32779,Entire rental unit,Entire home/apt
15887382,Favoriten,11,Favoriten,,48.16575,16.38211,Entire rental unit,Entire home/apt
15894273,Mariahilf,23,Landstra∂ıe,,48.20611,16.39233,Entire rental unit,Entire home/apt
15898928,Neubau,2,Neubau,,48.20669,16.33972,Entire rental unit,Entire home/apt
15900806,Rudolfsheim-F«¨nfhaus,1,Rudolfsheim-F∂?nfhaus,,48.20343,16.32624,Entire rental unit,Entire home/apt
15907160,Brigittenau,2,Brigittenau,,48.23492,16.38308,Private room in rental unit,Private room
15913199,,1,Wieden,,48.19374,16.36831,Private room in rental unit,Private room
15919308,Leopoldstadt,22,Leopoldstadt,,48.22084,16.39945,Entire condominium (condo),Entire home/apt
15922308,Donaustadt,1,Donaustadt,,48.21275,16.44213,Private room in rental unit,Private room
15924418,Favoriten,8,Favoriten,,48.17553,16.35417,Entire rental unit,Entire home/apt
15928469,Margareten,24,Landstra∂ıe,,48.20424,16.3957,Entire rental unit,Entire home/apt
15933351,Leopoldstadt,2,Leopoldstadt,,48.22442,16.38877,Entire rental unit,Entire home/apt
15940555,Rudolfsheim-F«¨nfhaus,1,Rudolfsheim-F∂?nfhaus,,48.20344,16.32988,Private room in rental unit,Private room
15942684,Ottakring,2,Ottakring,,48.2083,16.32704,Camper/RV,Entire home/apt
15945455,Margareten,2,Margareten,,48.18551,16.34826,Entire condominium (condo),Entire home/apt
15950881,Margareten,1,Margareten,,48.18762,16.36407,Entire rental unit,Entire home/apt
15952660,Landstra«?e,1,Landstra∂ıe,,48.19491,16.38739,Entire rental unit,Entire home/apt
15953148,,1,Landstra∂ıe,,48.2014,16.39751,Entire rental unit,Entire home/apt
15955515,Landstra«?e,3,Landstra∂ıe,,48.204159,16.389414,Entire rental unit,Entire home/apt
15962085,Leopoldstadt,7,Leopoldstadt,,48.21823,16.38483,Entire condominium (condo),Entire home/apt
15962363,Leopoldstadt,7,Leopoldstadt,,48.21889,16.40471,Entire rental unit,Entire home/apt
15963200,Donaustadt,2,Donaustadt,,48.24954,16.49288,Entire residential home,Entire home/apt
15970327,,1,Neubau,,48.20311,16.34746,Entire rental unit,Entire home/apt
15977212,Mariahilf,2,Mariahilf,,48.19659,16.35026,Private room in rental unit,Private room
15979817,Josefstadt,5,Josefstadt,,48.20768,16.35328,Entire guest suite,Entire home/apt
15986169,Liesing,2,Liesing,,48.12713,16.31604,Entire rental unit,Entire home/apt
15994333,Leopoldstadt,7,Leopoldstadt,,48.21889,16.40471,Entire condominium (condo),Entire home/apt
16009296,Meidling,1,Meidling,,48.18228,16.32412,Entire rental unit,Entire home/apt
16010069,D«Ùbling,1,D∂?bling,,48.251228,16.352583,Entire rental unit,Entire home/apt
16012457,Penzing,1,Penzing,,48.19672,16.31234,Private room in rental unit,Private room
16022913,Brigittenau,1,Brigittenau,,48.23821,16.38047,Entire rental unit,Entire home/apt
16035209,Ottakring,1,Ottakring,,48.2082,16.33038,Private room in rental unit,Private room
