id,host_neighbourhood,host_listings_count,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type
15883,Donaustadt,6,Donaustadt,,48.24262,16.42767,Room in bed and breakfast,Hotel room
38768,Leopoldstadt,1,Leopoldstadt,,48.21924,16.37831,Entire rental unit,Entire home/apt
40625,Rudolfsheim-F«¨nfhaus,16,Rudolfsheim-F∂?nfhaus,,48.18434,16.32701,Entire rental unit,Entire home/apt
51287,Leopoldstadt,1,Leopoldstadt,,48.21778,16.37847,Entire rental unit,Entire home/apt
70637,Leopoldstadt,3,Leopoldstadt,,48.2176,16.38018,Private room in rental unit,Private room
75471,Ottakring,1,Ottakring,,48.22207,16.31594,Entire rental unit,Entire home/apt
75500,,1,Brigittenau,,48.23493,16.36752,Entire rental unit,Entire home/apt
90247,Neubau,2,Neubau,,48.20599,16.3489,Entire rental unit,Entire home/apt
109679,Rudolfsheim-F«¨nfhaus,16,Rudolfsheim-F∂?nfhaus,,48.18467,16.32795,Entire rental unit,Entire home/apt
111059,Hernals,3,Hernals,,48.22042,16.33377,Entire rental unit,Entire home/apt
114505,Rudolfsheim-F«¨nfhaus,16,Rudolfsheim-F∂?nfhaus,,48.18445,16.32722,Entire rental unit,Entire home/apt
114953,Floridsdorf,1,Floridsdorf,,48.26211,16.39924,Entire rental unit,Entire home/apt
119627,Leopoldstadt,3,Leopoldstadt,,48.22068,16.40645,Entire rental unit,Entire home/apt
121026,Leopoldstadt,4,Leopoldstadt,,48.2158,16.39034,Entire rental unit,Entire home/apt
125683,Leopoldstadt,2,Leopoldstadt,,48.21914,16.40276,Entire rental unit,Entire home/apt
131628,Ottakring,2,Ottakring,,48.21543,16.30939,Entire rental unit,Entire home/apt
138264,Hernals,15,Hernals,,48.22353,16.31773,Entire condominium (condo),Entire home/apt
149759,Leopoldstadt,2,Leopoldstadt,,48.21272,16.3806,Entire rental unit,Entire home/apt
153988,Alsergrund,1,Alsergrund,,48.21606,16.34875,Entire condominium (condo),Entire home/apt
155762,Leopoldstadt,2,Leopoldstadt,,48.22113,16.36907,Entire rental unit,Entire home/apt
163792,Simmering,1,Simmering,,48.18022,16.41955,Entire rental unit,Entire home/apt
169672,Wieden,1,Wieden,,48.19527,16.36374,Private room in rental unit,Private room
169752,Margareten,10,Margareten,,48.19469,16.35963,Entire rental unit,Entire home/apt
169852,Margareten,10,Margareten,,48.19469,16.35963,Entire rental unit,Entire home/apt
197787,Hernals,15,Hernals,,48.22356,16.31781,Entire condominium (condo),Entire home/apt
197796,Hernals,15,Hernals,,48.22353,16.31773,Entire condominium (condo),Entire home/apt
197809,Hernals,15,Hernals,,48.22356,16.31781,Entire condominium (condo),Entire home/apt
197822,Hernals,15,Hernals,,48.22356,16.31781,Entire condominium (condo),Entire home/apt
197827,Hernals,15,Hernals,,48.22356,16.31781,Entire condominium (condo),Entire home/apt
197831,Hernals,15,Hernals,,48.22356,16.31781,Entire condominium (condo),Entire home/apt
197842,Hernals,15,Hernals,,48.22356,16.31781,Entire condominium (condo),Entire home/apt
197852,Hernals,15,Hernals,,48.22509,16.31632,Entire condominium (condo),Entire home/apt
197857,Hernals,15,Hernals,,48.22501,16.31557,Entire condominium (condo),Entire home/apt
197859,Hernals,15,Hernals,,48.22501,16.31557,Entire condominium (condo),Entire home/apt
197865,Hernals,15,Hernals,,48.22365,16.31742,Entire condominium (condo),Entire home/apt
197870,Hernals,15,Hernals,,48.22365,16.31742,Entire serviced apartment,Entire home/apt
197968,Alsergrund,2,Alsergrund,,48.21919,16.35505,Entire rental unit,Entire home/apt
208734,Mariahilf,1,Mariahilf,,48.19341,16.35082,Entire rental unit,Entire home/apt
210780,Rudolfsheim-F«¨nfhaus,16,Rudolfsheim-F∂?nfhaus,,48.18444,16.32715,Entire rental unit,Entire home/apt
212649,Leopoldstadt,3,Leopoldstadt,,48.21971,16.37903,Private room in rental unit,Private room
214707,Leopoldstadt,51,Leopoldstadt,,48.21296,16.37858,Entire rental unit,Entire home/apt
221345,Mariahilf,1,Mariahilf,,48.19612,16.34943,Entire rental unit,Entire home/apt
222614,Mariahilf,3,Mariahilf,,48.20016,16.36049,Entire rental unit,Entire home/apt
222776,Josefstadt,3,Josefstadt,,48.20972,16.35418,Entire rental unit,Entire home/apt
224453,Josefstadt,3,Margareten,,48.18413,16.3593,Entire rental unit,Entire home/apt
229535,Leopoldstadt,51,Leopoldstadt,,48.21419,16.37646,Entire rental unit,Entire home/apt
230772,Josefstadt,3,Josefstadt,,48.21159,16.35467,Entire rental unit,Entire home/apt
234613,Leopoldstadt,51,Leopoldstadt,,48.21269,16.37841,Entire rental unit,Entire home/apt
235772,Landstra«?e,10,Landstra∂ıe,,48.20947,16.38992,Entire rental unit,Entire home/apt
235787,Landstra«?e,10,Landstra∂ıe,,48.1995,16.40202,Entire rental unit,Entire home/apt
235803,Landstra«?e,10,Favoriten,,48.17219,16.36803,Entire rental unit,Entire home/apt
235805,Innere Stadt,1,Innere Stadt,,48.20541,16.36867,Entire rental unit,Entire home/apt
242141,,1,Wieden,,48.18746,16.37478,Entire condominium (condo),Entire home/apt
242216,Leopoldstadt,2,Leopoldstadt,,48.2202,16.39907,Entire rental unit,Entire home/apt
242287,Leopoldstadt,2,Landstra∂ıe,,48.19148,16.39017,Entire rental unit,Entire home/apt
244031,Mariahilf,4,Mariahilf,,48.19249,16.34447,Entire rental unit,Entire home/apt
244032,Mariahilf,2,Mariahilf,,48.19214,16.34293,Entire rental unit,Entire home/apt
244919,Ottakring,2,Simmering,,48.17691,16.41262,Entire rental unit,Entire home/apt
247879,Mariahilf,4,Mariahilf,,48.19285,16.34503,Entire rental unit,Entire home/apt
251790,Leopoldstadt,2,Leopoldstadt,,48.21928,16.38104,Entire rental unit,Entire home/apt
252052,Rudolfsheim-F«¨nfhaus,16,Neubau,,48.20549,16.35443,Entire rental unit,Entire home/apt
263788,Leopoldstadt,1,Leopoldstadt,,48.21992,16.37994,Entire rental unit,Entire home/apt
265300,Innere Stadt,9,Innere Stadt,,48.21104,16.36991,Entire rental unit,Entire home/apt
271754,Leopoldstadt,2,Leopoldstadt,,48.21928,16.38104,Entire rental unit,Entire home/apt
271872,Margareten,1,Margareten,,48.18747,16.34898,Entire rental unit,Entire home/apt
272589,Wieden,5,Wieden,,48.19916,16.36657,Entire rental unit,Entire home/apt
275667,Wieden,5,Wieden,,48.19204,16.36592,Entire rental unit,Entire home/apt
275668,Wieden,5,Wieden,,48.19328,16.36755,Entire rental unit,Entire home/apt
276893,Neubau,0,Neubau,,48.20287,16.34555,Entire rental unit,Entire home/apt
280960,Mariahilf,2,Mariahilf,,48.19253,16.34314,Entire rental unit,Entire home/apt
289195,Wieden,7,Wieden,,48.19762,16.37036,Entire rental unit,Entire home/apt
291635,Brigittenau,2,Brigittenau,,48.23429,16.36409,Entire rental unit,Entire home/apt
292457,Landstra«?e,10,Meidling,,48.17757,16.32669,Entire rental unit,Entire home/apt
293442,Leopoldstadt,51,Leopoldstadt,,48.21699,16.3839,Entire rental unit,Entire home/apt
293667,Margareten,3,Margareten,,48.18461,16.35976,Entire rental unit,Entire home/apt
298176,Brigittenau,2,Brigittenau,,48.23456,16.37933,Entire rental unit,Entire home/apt
300074,W«œhring,1,W∂?hring,,48.23563,16.32329,Entire rental unit,Entire home/apt
300702,Innere Stadt,38,Innere Stadt,,48.20994,16.3787,Entire rental unit,Entire home/apt
302499,Landstra«?e,5,Landstra∂ıe,,48.19779,16.40265,Entire serviced apartment,Entire home/apt
311836,Rudolfsheim-F«¨nfhaus,16,Rudolfsheim-F∂?nfhaus,,48.18467,16.32795,Entire rental unit,Entire home/apt
311904,Margareten,3,Margareten,,48.18461,16.35976,Entire rental unit,Entire home/apt
320953,Margareten,24,Margareten,,48.18647,16.36386,Entire rental unit,Entire home/apt
322786,Neubau,4,Neubau,,48.20572,16.34609,Entire rental unit,Entire home/apt
327876,Ottakring,1,Ottakring,,48.20902,16.3317,Entire loft,Entire home/apt
328756,Margareten,1,Margareten,,48.18759,16.35127,Entire rental unit,Entire home/apt
333486,,1,Leopoldstadt,,48.22232,16.3722,Entire rental unit,Entire home/apt
335271,Neubau,0,Neubau,,48.20472,16.35186,Entire rental unit,Entire home/apt
342504,,4,Meidling,,48.168,16.33033,Entire residential home,Entire home/apt
349539,Hernals,3,Hernals,,48.2188,16.32799,Private room in rental unit,Private room
349560,Landstra«?e,2,Landstra∂ıe,,48.20916,16.39557,Entire rental unit,Entire home/apt
349676,Landstra«?e,2,Margareten,,48.18825,16.3478,Entire rental unit,Entire home/apt
358058,Ottakring,2,Ottakring,,48.21912,16.30937,Private room in rental unit,Private room
358337,Mariahilf,4,Mariahilf,,48.19283,16.34387,Private room in condominium (condo),Private room
370985,Mariahilf,2,Mariahilf,,48.198,16.35492,Entire rental unit,Entire home/apt
373516,W«œhring,2,W∂?hring,,48.23252,16.31765,Entire rental unit,Entire home/apt
392603,Innere Stadt,1,Innere Stadt,,48.20904,16.37182,Entire rental unit,Entire home/apt
392757,Innere Stadt,4,Innere Stadt,,48.21496,16.37161,Entire rental unit,Entire home/apt
392905,Innere Stadt,4,Innere Stadt,,48.21351,16.37282,Entire rental unit,Entire home/apt
393961,Innere Stadt,4,Innere Stadt,,48.21318,16.37486,Entire rental unit,Entire home/apt
397617,Favoriten,2,Favoriten,,48.17437,16.39339,Entire condominium (condo),Entire home/apt
404083,Leopoldstadt,2,Leopoldstadt,,48.2184,16.39906,Entire rental unit,Entire home/apt
404657,Mariahilf,1,Mariahilf,,48.19447,16.35099,Entire condominium (condo),Entire home/apt
407718,Innere Stadt,4,Innere Stadt,,48.21134,16.36775,Entire serviced apartment,Entire home/apt
421218,Mariahilf,1,Mariahilf,,48.1978,16.3572,Entire rental unit,Entire home/apt
430037,Innere Stadt,9,Innere Stadt,,48.21104,16.36991,Entire rental unit,Entire home/apt
431055,Mariahilf,2,Mariahilf,,48.19158,16.34999,Entire rental unit,Entire home/apt
432365,Landstra«?e,5,Landstra∂ıe,,48.19306,16.38798,Entire rental unit,Entire home/apt
438073,Leopoldstadt,2,Leopoldstadt,,48.2189,16.38366,Entire rental unit,Entire home/apt
455314,Rudolfsheim-F«¨nfhaus,2,Rudolfsheim-F∂?nfhaus,,48.19983,16.33778,Entire rental unit,Entire home/apt
457863,Alsergrund,2,Alsergrund,,48.23128,16.36146,Entire rental unit,Entire home/apt
459656,,1,Josefstadt,,48.2098,16.34602,Entire rental unit,Entire home/apt
461361,Josefstadt,1,Josefstadt,,48.21189,16.34926,Entire rental unit,Entire home/apt
462758,Favoriten,1,Favoriten,,48.17774,16.38232,Private room in condominium (condo),Private room
465925,D«Ùbling,8,Mariahilf,,48.19156,16.33941,Entire rental unit,Entire home/apt
468889,Brigittenau,6,Brigittenau,,48.23536,16.38022,Entire rental unit,Entire home/apt
481895,Landstra«?e,5,Landstra∂ıe,,48.19306,16.38798,Entire rental unit,Entire home/apt
482052,Penzing,9,Penzing,,48.19676,16.28851,Entire rental unit,Entire home/apt
482090,Rudolfsheim-F«¨nfhaus,1,Rudolfsheim-F∂?nfhaus,,48.1969,16.31793,Private room in rental unit,Private room
488723,Brigittenau,16,Brigittenau,,48.22875,16.37405,Entire rental unit,Entire home/apt
492555,Favoriten,4,Favoriten,,48.17297,16.37754,Entire residential home,Entire home/apt
501717,Leopoldstadt,12,Leopoldstadt,,48.22329,16.38644,Entire rental unit,Entire home/apt
502521,,1,Margareten,,48.18503,16.35128,Entire rental unit,Entire home/apt
527931,Leopoldstadt,1,Leopoldstadt,,48.21872,16.3737,Entire rental unit,Entire home/apt
529594,Meidling,1,Meidling,,48.17998,16.32104,Entire rental unit,Entire home/apt
543409,Landstra«?e,1,Landstra∂ıe,,48.20121,16.38976,Private room in rental unit,Private room
545094,Ottakring,2,Ottakring,,48.21517,16.31864,Entire rental unit,Entire home/apt
560952,Josefstadt,2,Josefstadt,,48.20776,16.34295,Private room in rental unit,Private room
563275,Wieden,5,Wieden,,48.19356,16.36768,Entire rental unit,Entire home/apt
566572,,1,Rudolfsheim-F∂?nfhaus,,48.19813,16.31826,Entire loft,Entire home/apt
569990,Floridsdorf,3,Floridsdorf,,48.26141,16.38739,Entire rental unit,Entire home/apt
569995,Floridsdorf,3,Floridsdorf,,48.26134,16.38735,Entire rental unit,Entire home/apt
569997,Floridsdorf,3,Floridsdorf,,48.26149,16.38753,Entire serviced apartment,Entire home/apt
570241,Mariahilf,22,Mariahilf,,48.19395,16.35237,Entire condominium (condo),Entire home/apt
570242,Mariahilf,22,Leopoldstadt,,48.21828,16.39093,Entire condominium (condo),Entire home/apt
570243,Mariahilf,22,Leopoldstadt,,48.21886,16.38417,Entire condominium (condo),Entire home/apt
570246,Mariahilf,22,Leopoldstadt,,48.22123,16.4003,Entire condominium (condo),Entire home/apt
573333,,1,Neubau,,48.2031,16.34571,Entire loft,Entire home/apt
575126,Leopoldstadt,3,Leopoldstadt,,48.21579,16.38357,Private room in rental unit,Private room
576960,Leopoldstadt,4,Innere Stadt,,48.20845,16.37793,Entire rental unit,Entire home/apt
599060,Neubau,1,Neubau,,48.20147,16.34304,Entire rental unit,Entire home/apt
600477,Ottakring,9,Ottakring,,48.21479,16.33843,Entire rental unit,Entire home/apt
601111,,3,Landstra∂ıe,,48.20909,16.39405,Entire condominium (condo),Entire home/apt
603258,Neubau,0,Wieden,,48.19551,16.37011,Entire rental unit,Entire home/apt
604215,,1,Neubau,,48.20409,16.35473,Entire rental unit,Entire home/apt
605062,,1,Josefstadt,,48.21098,16.34344,Shared room in rental unit,Shared room
610592,Neubau,1,Neubau,,48.20142,16.3515,Entire rental unit,Entire home/apt
615011,Wieden,7,Wieden,,48.19295,16.36607,Entire rental unit,Entire home/apt
627455,Landstra«?e,2,Landstra∂ıe,,48.21218,16.38909,Entire condominium (condo),Entire home/apt
628755,Wieden,3,Wieden,,48.18931,16.37036,Entire rental unit,Entire home/apt
638309,Penzing,9,Penzing,,48.19558,16.29074,Entire place,Entire home/apt
643546,Leopoldstadt,6,Leopoldstadt,,48.22139,16.39656,Entire rental unit,Entire home/apt
651121,W«œhring,2,W∂?hring,,48.22571,16.3469,Private room in rental unit,Private room
655525,Wieden,2,Wieden,,48.19176,16.36493,Entire rental unit,Entire home/apt
673170,Wieden,1,Wieden,,48.19399,16.37698,Entire rental unit,Entire home/apt
687102,,1,Wieden,,48.19692,16.37234,Entire rental unit,Entire home/apt
690832,Alsergrund,1,Alsergrund,,48.2208,16.3674,Entire rental unit,Entire home/apt
701962,Wieden,5,Wieden,,48.19931,16.36627,Entire rental unit,Entire home/apt
706621,Josefstadt,3,Josefstadt,,48.21022,16.35098,Entire rental unit,Entire home/apt
708088,Leopoldstadt,3,Leopoldstadt,,48.21506,16.38471,Private room in rental unit,Private room
708972,Leopoldstadt,1,Leopoldstadt,,48.21753,16.41384,Entire condominium (condo),Entire home/apt
711078,,1,Margareten,,48.18816,16.35526,Entire rental unit,Entire home/apt
714920,,2,Wieden,,48.18982,16.36472,Entire loft,Entire home/apt
718684,Brigittenau,6,Neubau,,48.20188,16.33795,Entire rental unit,Entire home/apt
729796,,0,Leopoldstadt,,48.22927,16.3948,Entire rental unit,Entire home/apt
730288,Ottakring,5,Ottakring,,48.21265,16.33539,Entire rental unit,Entire home/apt
730325,Ottakring,5,Ottakring,,48.21333,16.33329,Entire rental unit,Entire home/apt
731862,Innere Stadt,0,Innere Stadt,,48.21366,16.37426,Entire condominium (condo),Entire home/apt
750048,,1,Hernals,,48.2146,16.3346,Entire rental unit,Entire home/apt
751185,Brigittenau,2,Brigittenau,,48.22728,16.37061,Entire rental unit,Entire home/apt
757295,,2,Landstra∂ıe,,48.21047,16.38954,Entire rental unit,Entire home/apt
758811,Innere Stadt,38,Innere Stadt,,48.20751,16.37899,Entire rental unit,Entire home/apt
759562,,1,Ottakring,,48.20857,16.30538,Entire rental unit,Entire home/apt
763157,Brigittenau,16,Brigittenau,,48.22883,16.37384,Entire rental unit,Entire home/apt
766088,D«Ùbling,1,D∂?bling,,48.26035,16.36282,Entire rental unit,Entire home/apt
770418,Meidling,2,Meidling,,48.17902,16.33171,Entire rental unit,Entire home/apt
774449,Wieden,1,Wieden,,48.18892,16.37537,Private room in rental unit,Private room
778065,,1,Innere Stadt,,48.21409,16.36324,Private room in treehouse,Private room
786350,Neubau,2,Neubau,,48.20723,16.33873,Entire rental unit,Entire home/apt
789563,Brigittenau,2,Brigittenau,,48.22728,16.37061,Entire rental unit,Entire home/apt
799178,Leopoldstadt,51,Leopoldstadt,,48.21892,16.38377,Entire rental unit,Entire home/apt
799342,Mariahilf,1,Mariahilf,,48.19717,16.35436,Entire rental unit,Entire home/apt
813826,Donaustadt,3,Donaustadt,,48.23796,16.42418,Entire rental unit,Entire home/apt
814488,Innere Stadt,11,Innere Stadt,,48.2118,16.369,Entire rental unit,Entire home/apt
815788,Hernals,1,Ottakring,,48.21709,16.31941,Entire rental unit,Entire home/apt
818833,Neubau,6,Neubau,,48.20189,16.35459,Entire rental unit,Entire home/apt
820648,Neubau,1,Neubau,,48.19992,16.35168,Entire rental unit,Entire home/apt
820982,Penzing,1,Penzing,,48.20771,16.24448,Entire residential home,Entire home/apt
821451,W«œhring,3,W∂?hring,,48.2251,16.34846,Entire rental unit,Entire home/apt
823044,Innere Stadt,1,Innere Stadt,,48.20638,16.37705,Entire rental unit,Entire home/apt
826210,Landstra«?e,10,Landstra∂ıe,,48.20069,16.40265,Entire rental unit,Entire home/apt
833475,Neubau,6,Neubau,,48.2012,16.34504,Entire rental unit,Entire home/apt
833742,Landstra«?e,10,Landstra∂ıe,,48.20664,16.39123,Entire rental unit,Entire home/apt
835397,Neubau,6,Neubau,,48.20083,16.3453,Entire rental unit,Entire home/apt
835545,Neubau,6,Neubau,,48.20099,16.34488,Entire rental unit,Entire home/apt
840819,Margareten,1,Margareten,,48.19387,16.35902,Entire rental unit,Entire home/apt
843415,Innere Stadt,1,Innere Stadt,,48.20826,16.37641,Entire rental unit,Entire home/apt
846009,Donaustadt,1,Donaustadt,,48.23549,16.41152,Entire condominium (condo),Entire home/apt
849480,Innere Stadt,47,Innere Stadt,,48.20319,16.36675,Entire rental unit,Entire home/apt
855234,Wieden,7,Wieden,,48.1917,16.36602,Entire rental unit,Entire home/apt
855282,W«œhring,1,W∂?hring,,48.22439,16.34076,Entire rental unit,Entire home/apt
855829,,1,Rudolfsheim-F∂?nfhaus,,48.19294,16.33077,Entire rental unit,Entire home/apt
859134,Innere Stadt,9,Innere Stadt,,48.211,16.36604,Entire rental unit,Entire home/apt
865491,Margareten,3,Margareten,,48.19302,16.35635,Entire rental unit,Entire home/apt
874226,Alsergrund,9,Alsergrund,,48.21876,16.36411,Entire rental unit,Entire home/apt
879228,Rudolfsheim-F«¨nfhaus,16,Rudolfsheim-F∂?nfhaus,,48.18444,16.32717,Entire rental unit,Entire home/apt
892831,Donaustadt,3,Landstra∂ıe,,48.19108,16.38747,Entire rental unit,Entire home/apt
897710,,53,Leopoldstadt,,48.21773,16.37615,Entire rental unit,Entire home/apt
900074,Neubau,1,Neubau,,48.20087,16.34443,Private room in rental unit,Private room
900511,Leopoldstadt,6,Leopoldstadt,,48.22135,16.397,Entire rental unit,Entire home/apt
900533,Leopoldstadt,6,Leopoldstadt,,48.22182,16.39645,Entire rental unit,Entire home/apt
900543,Leopoldstadt,6,Leopoldstadt,,48.22172,16.39534,Entire rental unit,Entire home/apt
900549,Leopoldstadt,6,Leopoldstadt,,48.22103,16.39493,Entire rental unit,Entire home/apt
900563,Leopoldstadt,6,Leopoldstadt,,48.22176,16.39672,Entire rental unit,Entire home/apt
908106,Landstra«?e,19,Landstra∂ıe,,48.19922,16.40298,Entire rental unit,Entire home/apt
915450,,1,Alsergrund,,48.22708,16.35141,Private room in rental unit,Private room
918893,W«œhring,3,W∂?hring,,48.22843,16.33584,Entire rental unit,Entire home/apt
925419,Rudolfsheim-F«¨nfhaus,3,Rudolfsheim-F∂?nfhaus,,48.189,16.32601,Entire rental unit,Entire home/apt
926878,Innere Stadt,11,Innere Stadt,,48.21213,16.37114,Private room in rental unit,Private room
927668,,1,Landstra∂ıe,,48.21181,16.38994,Entire rental unit,Entire home/apt
928729,W«œhring,1,W∂?hring,,48.22025,16.34036,Entire rental unit,Entire home/apt
931463,Josefstadt,1,Josefstadt,,48.20779,16.35093,Entire rental unit,Entire home/apt
933256,Leopoldstadt,4,Leopoldstadt,,48.21494,16.37844,Entire rental unit,Entire home/apt
936577,Alsergrund,1,Alsergrund,,48.21599,16.34529,Entire rental unit,Entire home/apt
939322,Landstra«?e,10,Landstra∂ıe,,48.19289,16.38533,Entire rental unit,Entire home/apt
946123,Favoriten,8,Favoriten,,48.17564,16.35645,Entire rental unit,Entire home/apt
949820,Brigittenau,6,Leopoldstadt,,48.21945,16.39944,Entire rental unit,Entire home/apt
956500,Penzing,1,Penzing,,48.2111,16.23353,Entire rental unit,Entire home/apt
957049,Innere Stadt,9,Innere Stadt,,48.21133,16.37083,Entire rental unit,Entire home/apt
958755,Wieden,2,Wieden,,48.19876,16.37246,Entire rental unit,Entire home/apt
969267,,1,Penzing,,48.20925,16.2307,Private room in rental unit,Private room
974621,Landstra«?e,1,Landstra∂ıe,,48.19978,16.39215,Entire rental unit,Entire home/apt
975319,Mariahilf,3,Mariahilf,,48.19947,16.3641,Entire rental unit,Entire home/apt
979620,Meidling,1,Meidling,,48.18374,16.32163,Entire rental unit,Entire home/apt
980127,Rudolfsheim-F«¨nfhaus,1,Rudolfsheim-F∂?nfhaus,,48.20139,16.33181,Entire condominium (condo),Entire home/apt
983570,,1,Landstra∂ıe,,48.19172,16.38855,Entire rental unit,Entire home/apt
988606,Sch«Ùneberg,1,Leopoldstadt,,48.21785,16.40439,Private room in rental unit,Private room
998676,Mariahilf,1,Mariahilf,,48.19193,16.34882,Entire rental unit,Entire home/apt
999677,W«œhring,3,W∂?hring,,48.22003,16.34161,Entire rental unit,Entire home/apt
999784,W«œhring,3,W∂?hring,,48.22003,16.34161,Entire rental unit,Entire home/apt
1001143,Landstra«?e,2,Landstra∂ıe,,48.18809,16.38501,Entire rental unit,Entire home/apt
1004037,Innere Stadt,7,Innere Stadt,,48.20223,16.36231,Entire rental unit,Entire home/apt
1018450,Neubau,1,Neubau,,48.20333,16.35455,Entire rental unit,Entire home/apt
1023577,Neubau,4,Neubau,,48.20678,16.34603,Entire loft,Entire home/apt
1025773,Wieden,2,Wieden,,48.19593,16.36055,Entire rental unit,Entire home/apt
1026975,Favoriten,8,Favoriten,,48.1743,16.35626,Entire rental unit,Entire home/apt
1027443,Margareten,1,Margareten,,48.18193,16.36169,Entire condominium (condo),Entire home/apt
1029189,D«Ùbling,2,D∂?bling,,48.24361,16.34105,Entire rental unit,Entire home/apt
1029858,Ottakring,0,Ottakring,,48.21188,16.33775,Entire rental unit,Entire home/apt
1030234,Leopoldstadt,3,Leopoldstadt,,48.2239,16.39958,Entire rental unit,Entire home/apt
1041090,Neubau,4,Neubau,,48.20447,16.34841,Entire loft,Entire home/apt
1043989,Josefstadt,1,Josefstadt,,48.21408,16.34166,Entire rental unit,Entire home/apt
1046682,Wieden,3,Wieden,,48.18581,16.37184,Private room in rental unit,Private room
1046744,D«Ùbling,0,D∂?bling,,48.25492,16.2921,Entire rental unit,Entire home/apt
1047869,Penzing,1,Penzing,,48.18926,16.3073,Private room in rental unit,Private room
1064301,Leopoldstadt,3,Leopoldstadt,,48.21692,16.39026,Entire rental unit,Entire home/apt
1065152,Margareten,13,Margareten,,48.18553,16.34753,Entire rental unit,Entire home/apt
1067546,Margareten,13,Margareten,,48.18551,16.34556,Entire rental unit,Entire home/apt
1067631,Margareten,13,Margareten,,48.18728,16.3462,Entire rental unit,Entire home/apt
1076416,Ottakring,4,Ottakring,,48.20559,16.33673,Entire rental unit,Entire home/apt
1076688,Landstra«?e,1,Landstra∂ıe,,48.19746,16.39606,Entire rental unit,Entire home/apt
1080082,Rudolfsheim-F«¨nfhaus,3,Rudolfsheim-F∂?nfhaus,,48.19854,16.33265,Entire rental unit,Entire home/apt
1091182,Neubau,1,Neubau,,48.20591,16.35189,Entire rental unit,Entire home/apt
1091913,Mariahilf,3,Mariahilf,,48.19,16.34708,Entire rental unit,Entire home/apt
1092133,Landstra«?e,5,Landstra∂ıe,,48.19815,16.38108,Entire rental unit,Entire home/apt
1094669,Neubau,1,Neubau,,48.2062,16.3497,Entire rental unit,Entire home/apt
1098707,,1,Landstra∂ıe,,48.19801,16.38555,Entire rental unit,Entire home/apt
1100309,Ottakring,3,Ottakring,,48.21488,16.32032,Entire condominium (condo),Entire home/apt
1102078,Leopoldstadt,1,Leopoldstadt,,48.22871,16.3752,Entire rental unit,Entire home/apt
1102740,Leopoldstadt,96,Leopoldstadt,,48.21921,16.37713,Entire rental unit,Entire home/apt
1102809,Leopoldstadt,96,Leopoldstadt,,48.21764,16.37509,Entire rental unit,Entire home/apt
1102842,Leopoldstadt,96,Leopoldstadt,,48.2176,16.3753,Entire rental unit,Entire home/apt
1103523,Ottakring,3,Ottakring,,48.21488,16.32032,Entire condominium (condo),Entire home/apt
1108128,Leopoldstadt,96,Alsergrund,,48.2161,16.36325,Entire rental unit,Entire home/apt
1108187,Leopoldstadt,96,Alsergrund,,48.21525,16.36156,Entire rental unit,Entire home/apt
1108213,Leopoldstadt,96,Simmering,,48.17419,16.39723,Entire rental unit,Entire home/apt
1112576,Leopoldstadt,96,Innere Stadt,,48.20272,16.37217,Entire rental unit,Entire home/apt
1112590,Leopoldstadt,96,Innere Stadt,,48.2022,16.37227,Entire rental unit,Entire home/apt
1115905,Margareten,6,Margareten,,48.18901,16.35452,Entire rental unit,Entire home/apt
1116219,Margareten,6,Margareten,,48.19113,16.35373,Entire rental unit,Entire home/apt
1117166,Mariahilf,1,Mariahilf,,48.1997,16.35605,Entire rental unit,Entire home/apt
1130156,Meidling,1,Meidling,,48.18495,16.33918,Private room in rental unit,Private room
1143415,Neubau,3,Neubau,,48.20353,16.35036,Entire rental unit,Entire home/apt
1149397,Mariahilf,3,Mariahilf,,48.19418,16.3501,Entire rental unit,Entire home/apt
1152938,Josefstadt,3,Alsergrund,,48.22133,16.36558,Entire rental unit,Entire home/apt
1158884,Josefstadt,1,Josefstadt,,48.21163,16.34288,Private room in rental unit,Private room
1162934,Ottakring,9,Ottakring,,48.20524,16.33146,Entire rental unit,Entire home/apt
1172894,Margareten,24,Landstra∂ıe,,48.20521,16.39404,Entire rental unit,Entire home/apt
1177895,Rudolfsheim-F«¨nfhaus,1,Rudolfsheim-F∂?nfhaus,,48.18546,16.32639,Entire rental unit,Entire home/apt
1184609,Neubau,1,Neubau,,48.20533,16.3498,Entire rental unit,Entire home/apt
1196433,Ottakring,9,Ottakring,,48.20548,16.33121,Entire rental unit,Entire home/apt
1201615,Favoriten,1,Favoriten,,48.17156,16.38434,Entire rental unit,Entire home/apt
1203138,Wieden,4,Wieden,,48.1949,16.3678,Entire condominium (condo),Entire home/apt
1205020,Margareten,10,Margareten,,48.18782,16.34566,Private room in rental unit,Private room
1207680,Leopoldstadt,1,Leopoldstadt,,48.22513,16.38767,Entire condominium (condo),Entire home/apt
1207728,Innere Stadt,38,Innere Stadt,,48.2152,16.3737,Entire rental unit,Entire home/apt
1215334,Mariahilf,1,Mariahilf,,48.19228,16.35334,Entire rental unit,Entire home/apt
1226597,Rudolfsheim-F«¨nfhaus,6,Rudolfsheim-F∂?nfhaus,,48.1985,16.32818,Entire rental unit,Entire home/apt
1227205,Innere Stadt,2,Innere Stadt,,48.21122,16.37509,Entire rental unit,Entire home/apt
1231453,Mariahilf,1,Mariahilf,,48.19878,16.36114,Entire rental unit,Entire home/apt
